Classify,Audio,BI,CPU.C,Conne,N.Net,UAR3.,USB1.,NVSE.,GFXC.,AUDI.,SDM3.,SDM4.,PLM,PLM.P,I2C5.,Toast,WNS,WU,NinetyCount,FiftyCount,TwentyCount,TenCount
GFX,0,0,4,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,12,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,13,0,0,0,100,0,0,0,0,0,0,0,0,2,1,1,1,2
GFX,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,4,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,4,0,13,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,6,0,13,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,0,0,2,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,12,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,12,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,12,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,6,0,12,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,4,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,2,0,7,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
USB1,0,6,3,0,8,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
USB1,0,6,3,0,8,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
BI,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BI,0,11,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Net.Only,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Net.Only,0,6,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Net.Only,0,0,13,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
Net.Only,0,0,17,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
Net.Only,0,0,13,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
Net.Only,0,0,13,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
Net.Only,0,0,13,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
Net.Only,0,0,15,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
Net.Only,0,0,9,0,99,0,0,0,0,0,0,5,0,0,0,0,0,35,1,1,2,2
Net.Only,0,0,13,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,9,4,0,100,5,0,0,0,2,2,2,2
PLM.P.NET,0,0,0,0,100,0,0,2,0,0,0,8,0,100,6,0,0,0,2,2,2,2
AUDIO.DEV,0,16,14,0,25,0,0,0,0,99,2,0,2,0,0,0,0,0,1,1,2,4
AUDIO.DEV,0,18,18,0,29,0,0,0,0,99,2,0,0,0,0,0,0,0,1,1,2,4
AUDIO.DEV,0,18,23,0,28,0,0,0,0,99,2,0,0,0,0,0,0,0,1,1,3,4
GFX,0,0,6,0,20,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,5,0,19,0,0,0,100,0,2,0,0,0,0,0,0,0,1,1,1,2
AUDIO.DEV,0,0,18,0,0,0,0,0,0,100,0,0,2,0,2,0,0,0,1,1,1,2
AUDIO.DEV,0,0,16,0,0,0,0,0,0,99,0,0,2,0,2,0,0,0,1,1,1,2
AUDIO.DEV,0,0,11,0,0,0,0,0,0,99,0,0,2,0,2,0,0,45,1,1,2,3
AUDIO.DEV,0,0,17,0,0,0,0,0,0,99,0,0,2,0,5,0,0,0,1,1,1,2
AUDIO.DEV,0,0,17,0,0,0,0,0,0,100,0,0,2,0,2,0,0,0,1,1,1,2
CPU.C0,0,21,76,0,15,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,2,3
UAR3,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
CPU.C0.AUDIO,0,12,87,0,18,0,0,0,0,100,0,0,0,0,0,0,0,0,1,2,2,4
Net.Only,0,10,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AUDIO.DEV,0,0,12,0,9,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,1,2
PLM.AUDIO.DEV,0,11,0,0,100,0,0,0,0,100,0,0,99,0,0,0,0,0,3,3,3,4
AUDIO.DEV,0,0,17,0,14,0,0,0,0,100,2,0,0,0,0,0,0,0,1,1,1,3
GFX,0,0,14,0,16,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,3
Net.Only,0,0,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Under10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLM.P,0,0,0,0,100,0,0,0,25,0,5,12,0,100,90,0,0,0,2,3,4,5
PLM.P,0,0,0,0,100,0,0,0,47,0,62,26,0,100,29,0,0,0,2,3,6,6
GFX,0,0,5,0,13,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,0,4,0,100,4,0,0,0,2,2,2,2
GFX,0,0,3,0,2,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,8,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,8,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,8,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,8,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,8,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,2,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,2,0,8,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
PLM.P,0,0,0,0,100,0,0,0,0,100,10,9,0,100,0,0,0,0,3,3,3,3
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,18,5,0,100,2,0,0,0,2,2,2,3
GFX,0,0,4,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,4,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,5,0,15,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,11,6,0,26,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,2,3
GFX,0,0,8,0,16,0,0,0,100,0,0,3,0,0,0,0,0,0,1,1,1,2
GFX,0,12,4,0,25,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,2,3
GFX,0,3,6,0,18,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,5,0,17,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,5,0,17,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,5,0,15,0,0,0,100,0,0,3,0,0,0,0,0,6,1,1,1,2
GFX,0,2,5,0,18,0,0,0,100,0,0,0,0,0,0,0,0,2,1,1,1,2
GFX,0,0,5,0,15,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,3,4,0,18,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,3,6,0,18,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,12,7,0,28,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,2,3
GFX,0,0,5,0,16,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,12,5,0,29,0,0,0,100,0,0,2,0,0,0,0,0,6,1,1,2,3
GFX,0,12,6,0,27,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,2,3
GFX,0,9,6,0,24,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,2,2
AUDIO.DEV,0,10,10,0,0,0,0,0,0,100,0,0,3,0,0,0,0,0,1,1,1,1
GFX,0,0,4,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,10,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,8,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,8,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,8,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
PLM.P,0,0,0,0,100,0,0,0,0,0,59,12,0,100,14,0,0,0,2,3,3,5
PLM.P,0,0,0,0,100,0,0,0,0,0,72,8,0,100,10,0,0,0,2,3,3,3
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,17,5,0,100,5,0,0,0,2,2,2,3
PLM.P,0,0,0,0,100,0,0,0,0,0,69,7,0,100,7,0,0,0,2,3,3,3
PLM.P,0,0,0,0,100,0,0,0,0,0,68,7,0,100,5,0,0,0,2,3,3,3
AUDIO.DEV,0,2,9,0,39,0,0,0,0,99,0,0,31,0,0,0,0,0,1,1,3,3
Net.Only,0,0,12,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
Audio.Svc,99,10,0,0,20,0,0,0,0,100,0,0,0,0,0,0,0,0,2,2,2,3
Audio.Svc,99,16,0,0,26,0,0,0,0,100,0,3,0,0,0,0,0,0,2,2,3,4
AUDIO.DEV,0,5,14,0,21,0,0,0,0,100,0,0,3,0,0,0,0,0,1,1,2,3
AUDIO.DEV,0,0,14,0,17,0,0,0,0,100,0,0,3,0,0,0,0,0,1,1,1,3
AUDIO.DEV,0,0,14,0,15,0,0,0,0,100,0,0,3,0,0,0,0,0,1,1,1,3
AUDIO.DEV,0,0,15,0,16,0,0,0,0,100,0,0,3,0,0,0,0,0,1,1,1,3
AUDIO.DEV,0,0,14,0,20,0,0,0,0,99,0,0,3,0,0,0,0,2,1,1,1,3
WNS,0,7,2,0,67,0,0,0,100,0,0,0,0,0,0,0,60,0,1,3,3,3
GFX,0,0,4,0,8,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,3,2,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,2,2,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,45,4,0,48,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,3,3
USB1,0,0,4,0,2,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
BI,0,99,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,2,2
AUDIO.DEV,0,2,0,0,3,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,1,1
AUDIO.DEV,0,0,15,0,16,0,0,0,0,99,0,0,4,0,0,0,0,0,1,1,1,3
Net.Only,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,4,3,0,100,2,0,0,0,2,2,2,2
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,12,5,0,100,4,0,0,0,2,2,2,3
AUDIO.DEV,0,0,9,0,14,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,1,2
Audio.Svc,99,0,0,0,13,0,0,0,0,100,0,7,0,0,3,0,0,0,2,2,2,3
GFX,0,4,5,0,15,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
PLM.P,0,0,0,0,100,0,0,0,0,0,67,6,0,100,10,0,0,0,2,3,3,3
GFX,0,4,7,0,16,0,0,0,100,0,0,0,0,0,0,0,0,2,1,1,1,2
GFX,0,6,5,0,16,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
PLM.P,0,0,0,0,100,0,0,0,0,0,69,6,0,100,11,0,0,0,2,3,3,4
GFX,0,5,8,0,16,0,0,0,100,0,0,2,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,5,5,0,15,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,6,5,0,17,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
PLM.P,0,0,0,0,100,0,0,2,0,0,69,10,0,100,17,0,0,0,2,3,3,4
PLM.P,0,0,0,0,100,0,0,0,0,0,68,5,0,100,16,0,0,0,2,3,3,4
PLM.P,0,0,0,0,100,0,0,0,0,0,68,6,0,100,16,0,0,0,2,3,3,4
GFX,0,5,5,0,15,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,10,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,4,0,10,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
PLM.P,0,0,0,0,100,0,0,0,0,0,69,7,0,100,11,0,0,0,2,3,3,4
PLM.P,0,0,0,0,100,0,0,0,0,0,68,7,0,100,10,0,0,0,2,3,3,3
GFX,0,4,6,0,16,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,4,6,0,14,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
WU,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,99,2,2,2,2
WU,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,99,2,2,2,2
WU,0,6,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,99,2,2,2,2
Audio.Svc,99,0,0,0,11,0,0,0,0,100,0,0,0,0,0,0,0,0,2,2,2,3
AUDIO.DEV,0,0,17,0,16,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,1,3
USB1,0,0,12,0,45,0,100,0,0,0,2,0,0,0,0,0,0,0,1,1,2,3
USB1,0,0,8,0,26,0,100,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2
UAR3,0,12,6,0,14,100,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,3
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,4,0,12,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
Audio.Svc,99,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
PLM.P.NET,0,0,0,0,100,0,0,3,0,0,16,8,0,100,6,0,0,0,2,2,2,3
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,19,7,0,100,8,0,0,0,2,2,2,3
PLM.P.NET,0,0,0,0,100,0,0,2,0,0,19,10,0,100,11,0,0,0,2,2,2,4
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,22,3,0,100,6,0,0,0,2,2,3,3
GFX.CPU.C0,0,0,95,0,7,0,0,0,100,0,0,0,0,0,0,0,0,0,2,2,2,2
GFX,0,7,4,0,15,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,9,6,0,16,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,4,0,14,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
USB1,0,11,10,0,52,0,100,0,0,0,2,0,0,0,0,0,0,0,1,2,2,3
WU,0,0,0,0,100,0,0,0,0,0,8,2,0,0,0,0,0,96,2,2,2,2
WU,0,0,0,0,100,0,0,3,0,2,18,9,0,0,2,0,57,88,1,3,3,4
WU,0,0,0,0,100,0,0,0,0,0,13,3,0,0,2,0,58,89,1,3,3,4
PLM.P,0,0,0,0,100,0,0,0,0,0,57,10,0,100,56,0,0,0,2,4,4,4
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,47,7,0,100,10,0,0,0,2,2,3,3
PLM.P,0,0,0,0,100,0,0,0,0,0,57,11,0,100,10,0,0,0,2,3,3,4
PLM.P,0,0,0,0,100,0,0,2,5,0,78,23,0,100,84,0,0,0,2,4,5,5
PLM.P,0,0,0,0,100,0,0,0,0,0,53,12,0,100,13,0,0,0,2,3,3,5
PLM.P,0,0,0,0,100,0,0,2,0,0,66,10,0,100,12,0,0,0,2,3,3,4
PLM.P,0,0,0,0,100,0,0,0,0,0,62,10,0,100,81,0,0,0,2,4,4,4
PLM.P,0,0,0,0,100,0,0,0,0,0,70,8,0,100,18,0,0,0,2,3,3,4
PLM.P,0,0,0,0,100,0,0,0,0,0,61,10,0,100,9,0,0,0,2,3,3,3
AUDIO.DEV,0,19,19,0,36,0,0,0,0,99,3,0,14,0,0,0,0,0,1,1,2,5
AUDIO.DEV,0,19,12,0,48,0,2,0,0,99,2,0,27,0,0,0,0,0,1,1,3,5
USB1,0,0,9,0,37,0,100,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2
GFX,0,0,3,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
BI,0,52,2,0,56,0,0,0,100,0,0,0,0,0,0,0,2,0,1,3,3,3
GFX,0,6,3,0,16,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
Net.Only,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,12,5,0,100,4,0,0,0,2,2,2,3
UAR3,0,0,3,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
USB1,0,0,11,0,46,0,100,0,0,0,2,0,0,0,0,0,0,0,1,1,2,3
USB1,0,0,11,0,48,0,100,0,0,0,3,0,0,0,0,0,0,0,1,1,2,3
USB1,0,0,11,0,50,0,100,0,0,0,3,0,0,0,0,0,0,0,1,1,2,3
USB1,0,0,12,0,47,0,100,0,0,0,3,0,0,0,0,0,0,0,1,1,2,3
PLM.P.NET,0,0,0,0,100,0,0,2,0,0,17,8,0,100,6,0,0,0,2,2,2,3
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,22,6,0,100,5,0,0,0,2,2,3,3
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,14,5,0,100,5,0,0,0,2,2,2,3
PLM.P.NET,0,0,0,0,100,0,0,2,0,0,30,7,0,100,7,0,0,0,2,2,3,3
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AUDIO.DEV,0,10,16,0,19,0,0,0,0,99,2,0,0,0,0,0,0,0,1,1,1,3
AUDIO.DEV,0,11,16,0,20,0,0,0,0,99,0,0,0,0,0,0,0,0,1,1,1,4
Audio.Svc,99,0,0,0,12,0,0,0,0,100,0,0,0,0,0,0,0,0,2,2,2,3
PLM,0,0,0,0,0,0,0,0,0,99,0,0,99,0,0,0,0,0,2,2,2,2
PLM,0,0,0,0,0,0,0,0,0,99,0,0,99,0,0,0,0,0,2,2,2,2
WU,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,99,1,1,1,2
Net.Only,0,0,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Audio.GFX.CPU,0,0,99,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,3,3,3,3
USB1,0,0,9,0,32,0,100,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2
Net.Only,0,0,4,0,14,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,1
GFX,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,4,0,13,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,5,0,14,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,10,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
WNS,0,3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,99,0,2,2,2,2
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,17,8,0,100,6,0,0,0,2,2,2,3
PLM.P,0,0,0,0,100,0,0,0,0,0,14,56,0,100,2,0,0,0,2,3,3,4
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,15,8,0,100,7,0,0,0,2,2,2,3
Connection.RDP,0,0,0,100,100,0,0,0,0,0,4,11,0,0,9,0,0,0,2,2,2,3
Connection.RDP,0,0,0,100,100,0,0,0,0,0,5,4,0,0,24,0,0,0,2,2,3,3
Connect.RDP,0,0,0,100,100,0,100,0,0,0,19,6,0,0,28,0,0,0,3,3,4,5
Connection.RDP,0,0,0,100,100,0,0,0,0,0,39,7,0,0,10,0,0,0,2,2,3,3
USB1,0,0,10,0,32,0,100,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2
USB1,0,0,9,0,30,0,100,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,0,4,0,100,0,0,0,0,2,2,2,2
PLM.P,0,0,0,0,100,0,0,0,0,0,71,10,0,100,0,0,0,0,2,3,3,3
WU,0,0,0,0,100,0,0,4,5,0,23,15,0,0,12,0,0,84,1,2,3,5
GFX,0,0,3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,2,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
Audio.GFX.CPU,0,0,99,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,3,3,3,3
Audio.GFX.CPU,0,0,99,0,30,0,0,0,100,100,0,0,0,0,0,0,0,0,3,3,4,4
GFX,0,0,2,0,2,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
Audio.GFX.CPU,0,0,99,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,3,3,3,3
GFX,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,26,5,0,100,11,0,0,0,2,2,3,4
PLM,0,11,0,0,100,0,0,0,0,100,0,0,99,0,0,0,0,99,4,4,4,5
PLM.AUDIO.DEV,0,19,0,0,100,0,0,0,0,100,0,4,99,0,0,0,0,0,3,3,3,4
PLM.AUDIO.DEV,0,15,0,0,100,0,0,0,0,100,0,0,99,0,0,0,0,0,3,3,3,4
PLM.P,0,0,0,0,100,0,0,0,0,0,64,9,0,100,7,0,0,0,2,3,3,3
PLM.P,0,0,0,0,100,0,0,0,0,0,69,6,0,100,13,0,0,0,2,3,3,4
PLM.P.NET,0,0,0,0,100,0,0,7,0,0,32,18,0,100,12,0,0,0,2,2,3,5
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,14,5,0,100,5,0,0,0,2,2,2,3
PLM.P,0,0,0,0,100,0,0,0,0,0,66,8,0,100,13,0,0,0,2,3,3,4
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,12,10,0,100,6,0,0,0,2,2,2,3
PLM.P,0,0,0,0,100,0,0,0,0,0,68,6,0,100,13,0,0,0,2,3,3,4
AUDIO.DEV,0,0,14,0,7,0,0,0,0,99,0,0,3,0,0,0,0,0,1,1,1,2
Audio.Svc.USB,97,0,0,0,9,0,100,0,0,0,0,0,3,0,8,0,0,0,2,2,2,2
WU,0,4,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,99,2,2,2,2
WU,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,99,2,2,2,2
WU,0,6,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,99,2,2,2,2
WU,0,3,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,99,3,3,3,3
WU,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,99,2,2,2,2
WU,0,5,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,99,2,2,2,2
WU,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,99,2,2,2,2
WU,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,99,2,2,2,2
WU,0,5,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,99,2,2,2,2
WU,0,3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,99,2,2,2,2
WU,0,4,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,99,2,2,2,2
WU,0,10,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,99,2,2,2,2
WU,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,98,2,2,2,2
WU,0,20,0,0,100,0,0,0,0,0,0,2,0,0,0,0,0,99,2,2,2,3
WU,0,17,0,0,100,0,0,0,0,0,0,2,0,0,0,0,0,99,2,2,2,3
